,path,emotion
65,audio_emotions/data/training/Actor_21/21_01_01_01_dogs-sitting_sad.wav,sad
66,audio_emotions/data/training/Actor_21/21_01_02_01_kids-talking_sad.wav,sad
67,audio_emotions/data/training/Actor_21/03-02-04-01-01-02-21_sad.wav,sad
68,audio_emotions/data/training/Actor_21/21_01_01_01_kids-talking_sad.wav,sad
69,audio_emotions/data/training/Actor_21/21_01_01_02_dogs-sitting_sad.wav,sad
70,audio_emotions/data/training/Actor_21/03-02-04-01-01-01-21_sad.wav,sad
71,audio_emotions/data/training/Actor_21/03-02-04-01-02-01-21_sad.wav,sad
72,audio_emotions/data/training/Actor_21/21_01_02_02_dogs-sitting_sad.wav,sad
73,audio_emotions/data/training/Actor_21/03-02-04-02-01-02-21_sad.wav,sad
74,audio_emotions/data/training/Actor_21/21_01_02_01_dogs-sitting_sad.wav,sad
75,audio_emotions/data/training/Actor_21/03-02-04-02-02-02-21_sad.wav,sad
76,audio_emotions/data/training/Actor_21/21_01_01_02_kids-talking_sad.wav,sad
77,audio_emotions/data/training/Actor_21/21_01_02_02_kids-talking_sad.wav,sad
78,audio_emotions/data/training/Actor_21/03-02-04-02-02-01-21_sad.wav,sad
79,audio_emotions/data/training/Actor_21/03-02-04-01-02-02-21_sad.wav,sad
80,audio_emotions/data/training/Actor_12/12_01_02_02_kids-talking_sad.wav,sad
81,audio_emotions/data/training/Actor_12/12_01_01_02_dogs-sitting_sad.wav,sad
82,audio_emotions/data/training/Actor_12/12_01_02_01_dogs-sitting_sad.wav,sad
83,audio_emotions/data/training/Actor_12/12_02_02_02_kids-talking_sad.wav,sad
84,audio_emotions/data/training/Actor_12/03-02-04-02-02-02-12_sad.wav,sad
85,audio_emotions/data/training/Actor_12/12_02_02_02_dogs-sitting_sad.wav,sad
86,audio_emotions/data/training/Actor_12/03-02-04-02-01-01-12_sad.wav,sad
87,audio_emotions/data/training/Actor_12/03-02-04-01-01-02-12_sad.wav,sad
88,audio_emotions/data/training/Actor_12/12_01_02_01_kids-talking_sad.wav,sad
89,audio_emotions/data/training/Actor_12/03-02-04-01-01-01-12_sad.wav,sad
90,audio_emotions/data/training/Actor_12/12_01_01_01_kids-talking_sad.wav,sad
91,audio_emotions/data/training/Actor_12/03-02-04-02-01-02-12_sad.wav,sad
92,audio_emotions/data/training/Actor_12/12_02_01_01_dogs-sitting_sad.wav,sad
93,audio_emotions/data/training/Actor_12/03-02-04-01-02-01-12_sad.wav,sad
94,audio_emotions/data/training/Actor_12/12_02_02_01_kids-talking_sad.wav,sad
95,audio_emotions/data/training/Actor_12/12_02_01_02_dogs-sitting_sad.wav,sad
96,audio_emotions/data/training/Actor_12/12_01_01_02_kids-talking_sad.wav,sad
97,audio_emotions/data/training/Actor_12/03-02-04-01-02-02-12_sad.wav,sad
98,audio_emotions/data/training/Actor_12/03-02-04-02-02-01-12_sad.wav,sad
99,audio_emotions/data/training/Actor_12/12_02_02_01_dogs-sitting_sad.wav,sad
100,audio_emotions/data/training/Actor_12/12_01_02_02_dogs-sitting_sad.wav,sad
101,audio_emotions/data/training/Actor_12/12_01_01_01_dogs-sitting_sad.wav,sad
102,audio_emotions/data/training/Actor_12/12_02_01_01_kids-talking_sad.wav,sad
103,audio_emotions/data/training/Actor_12/12_02_01_02_kids-talking_sad.wav,sad
104,audio_emotions/data/training/Actor_13/13_02_01_02_kids-talking_sad.wav,sad
105,audio_emotions/data/training/Actor_13/03-02-04-01-01-01-13_sad.wav,sad
106,audio_emotions/data/training/Actor_13/13_02_02_02_dogs-sitting_sad.wav,sad
107,audio_emotions/data/training/Actor_13/13_01_01_02_dogs-sitting_sad.wav,sad
108,audio_emotions/data/training/Actor_13/03-02-04-02-02-01-13_sad.wav,sad
109,audio_emotions/data/training/Actor_13/13_02_02_01_dogs-sitting_sad.wav,sad
110,audio_emotions/data/training/Actor_13/03-02-04-01-02-01-13_sad.wav,sad
111,audio_emotions/data/training/Actor_13/03-02-04-02-01-01-13_sad.wav,sad
112,audio_emotions/data/training/Actor_13/13_02_01_01_kids-talking_sad.wav,sad
113,audio_emotions/data/training/Actor_13/13_01_01_01_kids-talking_sad.wav,sad
114,audio_emotions/data/training/Actor_13/13_01_02_01_kids-talking_sad.wav,sad
115,audio_emotions/data/training/Actor_13/13_02_01_01_dogs-sitting_sad.wav,sad
116,audio_emotions/data/training/Actor_13/13_01_02_02_kids-talking_sad.wav,sad
117,audio_emotions/data/training/Actor_13/13_01_01_01_dogs-sitting_sad.wav,sad
118,audio_emotions/data/training/Actor_13/13_02_02_01_kids-talking_sad.wav,sad
119,audio_emotions/data/training/Actor_13/13_02_02_02_kids-talking_sad.wav,sad
120,audio_emotions/data/training/Actor_13/03-02-04-01-01-02-13_sad.wav,sad
121,audio_emotions/data/training/Actor_13/13_02_01_02_dogs-sitting_sad.wav,sad
122,audio_emotions/data/training/Actor_13/03-02-04-01-02-02-13_sad.wav,sad
123,audio_emotions/data/training/Actor_13/13_01_01_02_kids-talking_sad.wav,sad
124,audio_emotions/data/training/Actor_13/13_01_02_02_dogs-sitting_sad.wav,sad
125,audio_emotions/data/training/Actor_13/03-02-04-02-01-02-13_sad.wav,sad
126,audio_emotions/data/training/Actor_13/13_01_02_01_dogs-sitting_sad.wav,sad
127,audio_emotions/data/training/Actor_13/03-02-04-02-02-02-13_sad.wav,sad
128,audio_emotions/data/training/Actor_10/10_02_02_01_kids-talking_sad.wav,sad
129,audio_emotions/data/training/Actor_10/10_01_01_02_kids-talking_sad.wav,sad
130,audio_emotions/data/training/Actor_10/10_01_01_01_kids-talking_sad.wav,sad
131,audio_emotions/data/training/Actor_10/10_02_01_02_kids-talking_sad.wav,sad
132,audio_emotions/data/training/Actor_10/10_02_01_01_dogs-sitting_sad.wav,sad
133,audio_emotions/data/training/Actor_10/10_02_01_02_dogs-sitting_sad.wav,sad
134,audio_emotions/data/training/Actor_10/10_01_02_02_dogs-sitting_sad.wav,sad
135,audio_emotions/data/training/Actor_10/10_02_02_01_dogs-sitting_sad.wav,sad
136,audio_emotions/data/training/Actor_10/10_02_02_02_dogs-sitting_sad.wav,sad
137,audio_emotions/data/training/Actor_10/10_01_02_02_kids-talking_sad.wav,sad
138,audio_emotions/data/training/Actor_10/10_01_02_01_dogs-sitting_sad.wav,sad
139,audio_emotions/data/training/Actor_10/10_01_01_02_dogs-sitting_sad.wav,sad
140,audio_emotions/data/training/Actor_10/10_01_01_01_dogs-sitting_sad.wav,sad
141,audio_emotions/data/training/Actor_10/10_01_02_01_kids-talking_sad.wav,sad
142,audio_emotions/data/training/Actor_10/10_02_02_02_kids-talking_sad.wav,sad
143,audio_emotions/data/training/Actor_10/10_02_01_01_kids-talking_sad.wav,sad
144,audio_emotions/data/training/Actor_24/24_01_02_02_kids-talking_sad.wav,sad
145,audio_emotions/data/training/Actor_24/24_02_02_01_dogs-sitting_sad.wav,sad
146,audio_emotions/data/training/Actor_24/24_01_01_01_kids-talking_sad.wav,sad
147,audio_emotions/data/training/Actor_24/24_02_02_02_dogs-sitting_sad.wav,sad
148,audio_emotions/data/training/Actor_24/03-02-04-02-02-02-24_sad.wav,sad
149,audio_emotions/data/training/Actor_24/24_02_01_01_dogs-sitting_sad.wav,sad
150,audio_emotions/data/training/Actor_24/24_02_01_02_kids-talking_sad.wav,sad
151,audio_emotions/data/training/Actor_24/03-02-04-02-02-01-24_sad.wav,sad
152,audio_emotions/data/training/Actor_24/24_02_02_01_kids-talking_sad.wav,sad
153,audio_emotions/data/training/Actor_24/24_01_02_02_dogs-sitting_sad.wav,sad
154,audio_emotions/data/training/Actor_24/24_02_02_02_kids-talking_sad.wav,sad
155,audio_emotions/data/training/Actor_24/24_01_01_02_dogs-sitting_sad.wav,sad
156,audio_emotions/data/training/Actor_24/24_02_01_01_kids-talking_sad.wav,sad
157,audio_emotions/data/training/Actor_24/03-02-04-01-02-02-24_sad.wav,sad
158,audio_emotions/data/training/Actor_24/24_01_02_01_kids-talking_sad.wav,sad
159,audio_emotions/data/training/Actor_24/03-02-04-01-02-01-24_sad.wav,sad
160,audio_emotions/data/training/Actor_24/03-02-04-01-01-02-24_sad.wav,sad
161,audio_emotions/data/training/Actor_24/24_02_01_02_dogs-sitting_sad.wav,sad
162,audio_emotions/data/training/Actor_24/03-02-04-02-01-02-24_sad.wav,sad
163,audio_emotions/data/training/Actor_24/24_01_02_01_dogs-sitting_sad.wav,sad
164,audio_emotions/data/training/Actor_24/03-02-04-01-01-01-24_sad.wav,sad
165,audio_emotions/data/training/Actor_24/24_01_01_01_dogs-sitting_sad.wav,sad
166,audio_emotions/data/training/Actor_24/03-02-04-02-01-01-24_sad.wav,sad
167,audio_emotions/data/training/Actor_24/24_01_01_02_kids-talking_sad.wav,sad
168,audio_emotions/data/training/Actor_16/03-02-04-02-01-01-16_sad.wav,sad
169,audio_emotions/data/training/Actor_16/03-02-04-01-02-02-16_sad.wav,sad
170,audio_emotions/data/training/Actor_16/16_02_02_01_kids-talking_sad.wav,sad
171,audio_emotions/data/training/Actor_16/03-02-04-02-01-02-16_sad.wav,sad
172,audio_emotions/data/training/Actor_16/16_02_01_02_kids-talking_sad.wav,sad
173,audio_emotions/data/training/Actor_16/16_02_01_01_dogs-sitting_sad.wav,sad
174,audio_emotions/data/training/Actor_16/16_02_02_02_kids-talking_sad.wav,sad
175,audio_emotions/data/training/Actor_16/03-02-04-02-02-02-16_sad.wav,sad
176,audio_emotions/data/training/Actor_16/03-02-04-01-02-01-16_sad.wav,sad
177,audio_emotions/data/training/Actor_16/16_02_01_02_dogs-sitting_sad.wav,sad
178,audio_emotions/data/training/Actor_16/03-02-04-01-01-02-16_sad.wav,sad
179,audio_emotions/data/training/Actor_16/16_02_01_01_kids-talking_sad.wav,sad
180,audio_emotions/data/training/Actor_16/03-02-04-01-01-01-16_sad.wav,sad
181,audio_emotions/data/training/Actor_16/16_02_02_02_dogs-sitting_sad.wav,sad
182,audio_emotions/data/training/Actor_16/03-02-04-02-02-01-16_sad.wav,sad
183,audio_emotions/data/training/Actor_16/16_02_02_01_dogs-sitting_sad.wav,sad
184,audio_emotions/data/training/Actor_11/03-02-04-02-02-02-11_sad.wav,sad
185,audio_emotions/data/training/Actor_11/11_01_02_01_kids-talking_sad.wav,sad
186,audio_emotions/data/training/Actor_11/11_02_01_01_kids-talking_sad.wav,sad
187,audio_emotions/data/training/Actor_11/03-02-04-01-02-01-11_sad.wav,sad
188,audio_emotions/data/training/Actor_11/11_02_01_01_dogs-sitting_sad.wav,sad
189,audio_emotions/data/training/Actor_11/11_01_02_01_dogs-sitting_sad.wav,sad
190,audio_emotions/data/training/Actor_11/11_02_02_01_kids-talking_sad.wav,sad
191,audio_emotions/data/training/Actor_11/03-02-04-02-01-01-11_sad.wav,sad
192,audio_emotions/data/training/Actor_11/11_01_01_01_dogs-sitting_sad.wav,sad
193,audio_emotions/data/training/Actor_11/11_01_02_02_kids-talking_sad.wav,sad
194,audio_emotions/data/training/Actor_11/11_01_01_02_kids-talking_sad.wav,sad
195,audio_emotions/data/training/Actor_11/11_01_01_01_kids-talking_sad.wav,sad
196,audio_emotions/data/training/Actor_11/11_02_01_02_kids-talking_sad.wav,sad
197,audio_emotions/data/training/Actor_11/03-02-04-02-02-01-11_sad.wav,sad
198,audio_emotions/data/training/Actor_11/11_02_02_02_kids-talking_sad.wav,sad
199,audio_emotions/data/training/Actor_11/11_02_02_02_dogs-sitting_sad.wav,sad
200,audio_emotions/data/training/Actor_11/03-02-04-02-01-02-11_sad.wav,sad
201,audio_emotions/data/training/Actor_11/03-02-04-01-02-02-11_sad.wav,sad
202,audio_emotions/data/training/Actor_11/11_02_01_02_dogs-sitting_sad.wav,sad
203,audio_emotions/data/training/Actor_11/11_02_02_01_dogs-sitting_sad.wav,sad
204,audio_emotions/data/training/Actor_11/11_01_02_02_dogs-sitting_sad.wav,sad
205,audio_emotions/data/training/Actor_11/03-02-04-01-01-01-11_sad.wav,sad
206,audio_emotions/data/training/Actor_11/03-02-04-01-01-02-11_sad.wav,sad
207,audio_emotions/data/training/Actor_11/11_01_01_02_dogs-sitting_sad.wav,sad
208,audio_emotions/data/training/Actor_19/19_01_02_01_kids-talking_sad.wav,sad
209,audio_emotions/data/training/Actor_19/19_01_01_01_kids-talking_sad.wav,sad
210,audio_emotions/data/training/Actor_19/19_01_02_02_dogs-sitting_sad.wav,sad
211,audio_emotions/data/training/Actor_19/19_01_01_02_dogs-sitting_sad.wav,sad
212,audio_emotions/data/training/Actor_19/03-02-04-01-02-01-19_sad.wav,sad
213,audio_emotions/data/training/Actor_19/19_02_01_02_dogs-sitting_sad.wav,sad
214,audio_emotions/data/training/Actor_19/03-02-04-02-02-01-19_sad.wav,sad
215,audio_emotions/data/training/Actor_19/19_02_02_01_kids-talking_sad.wav,sad
216,audio_emotions/data/training/Actor_19/19_01_02_02_kids-talking_sad.wav,sad
217,audio_emotions/data/training/Actor_19/03-02-04-02-01-02-19_sad.wav,sad
218,audio_emotions/data/training/Actor_19/03-02-04-01-02-02-19_sad.wav,sad
219,audio_emotions/data/training/Actor_19/03-02-04-02-01-01-19_sad.wav,sad
220,audio_emotions/data/training/Actor_19/19_02_01_01_dogs-sitting_sad.wav,sad
221,audio_emotions/data/training/Actor_19/03-02-04-02-02-02-19_sad.wav,sad
222,audio_emotions/data/training/Actor_19/19_01_01_02_kids-talking_sad.wav,sad
223,audio_emotions/data/training/Actor_19/19_02_02_01_dogs-sitting_sad.wav,sad
224,audio_emotions/data/training/Actor_19/03-02-04-01-01-02-19_sad.wav,sad
225,audio_emotions/data/training/Actor_19/19_01_02_01_dogs-sitting_sad.wav,sad
226,audio_emotions/data/training/Actor_19/19_02_01_02_kids-talking_sad.wav,sad
227,audio_emotions/data/training/Actor_19/19_02_01_01_kids-talking_sad.wav,sad
228,audio_emotions/data/training/Actor_19/19_02_02_02_dogs-sitting_sad.wav,sad
229,audio_emotions/data/training/Actor_19/19_02_02_02_kids-talking_sad.wav,sad
230,audio_emotions/data/training/Actor_19/03-02-04-01-01-01-19_sad.wav,sad
231,audio_emotions/data/training/Actor_19/19_01_01_01_dogs-sitting_sad.wav,sad
232,audio_emotions/data/training/Actor_04/03-02-04-02-02-01-04_sad.wav,sad
233,audio_emotions/data/training/Actor_04/03-02-04-01-01-02-04_sad.wav,sad
234,audio_emotions/data/training/Actor_04/04_01_02_01_dogs-sitting_sad.wav,sad
235,audio_emotions/data/training/Actor_04/04_01_01_02_kids-talking_sad.wav,sad
236,audio_emotions/data/training/Actor_04/04_01_02_02_kids-talking_sad.wav,sad
237,audio_emotions/data/training/Actor_04/03-02-04-01-02-02-04_sad.wav,sad
238,audio_emotions/data/training/Actor_04/04_02_01_01_kids-talking_sad.wav,sad
239,audio_emotions/data/training/Actor_04/04_02_02_02_kids-talking_sad.wav,sad
240,audio_emotions/data/training/Actor_04/03-02-04-02-02-02-04_sad.wav,sad
241,audio_emotions/data/training/Actor_04/04_02_01_02_kids-talking_sad.wav,sad
242,audio_emotions/data/training/Actor_04/03-02-04-02-01-01-04_sad.wav,sad
243,audio_emotions/data/training/Actor_04/03-02-04-01-01-01-04_sad.wav,sad
244,audio_emotions/data/training/Actor_04/03-02-04-01-02-01-04_sad.wav,sad
245,audio_emotions/data/training/Actor_04/04_02_02_01_kids-talking_sad.wav,sad
246,audio_emotions/data/training/Actor_04/04_02_01_02_dogs-sitting_sad.wav,sad
247,audio_emotions/data/training/Actor_04/04_01_01_02_dogs-sitting_sad.wav,sad
248,audio_emotions/data/training/Actor_04/04_02_02_01_dogs-sitting_sad.wav,sad
249,audio_emotions/data/training/Actor_04/04_01_01_01_kids-talking_sad.wav,sad
250,audio_emotions/data/training/Actor_04/04_01_02_02_dogs-sitting_sad.wav,sad
251,audio_emotions/data/training/Actor_04/04_02_01_01_dogs-sitting_sad.wav,sad
252,audio_emotions/data/training/Actor_04/03-02-04-02-01-02-04_sad.wav,sad
253,audio_emotions/data/training/Actor_04/04_02_02_02_dogs-sitting_sad.wav,sad
254,audio_emotions/data/training/Actor_04/04_01_02_01_kids-talking_sad.wav,sad
255,audio_emotions/data/training/Actor_04/04_01_01_01_dogs-sitting_sad.wav,sad
256,audio_emotions/data/training/Actor_23/03-02-04-01-01-01-23_sad.wav,sad
257,audio_emotions/data/training/Actor_23/23_01_01_01_dogs-sitting_sad.wav,sad
258,audio_emotions/data/training/Actor_23/03-02-04-02-02-02-23_sad.wav,sad
259,audio_emotions/data/training/Actor_23/23_01_02_02_dogs-sitting_sad.wav,sad
260,audio_emotions/data/training/Actor_23/03-02-04-01-01-02-23_sad.wav,sad
261,audio_emotions/data/training/Actor_23/03-02-04-01-02-02-23_sad.wav,sad
262,audio_emotions/data/training/Actor_23/23_01_01_01_kids-talking_sad.wav,sad
263,audio_emotions/data/training/Actor_23/23_01_01_02_dogs-sitting_sad.wav,sad
264,audio_emotions/data/training/Actor_23/23_01_02_01_dogs-sitting_sad.wav,sad
265,audio_emotions/data/training/Actor_23/23_01_02_02_kids-talking_sad.wav,sad
266,audio_emotions/data/training/Actor_23/23_01_02_01_kids-talking_sad.wav,sad
267,audio_emotions/data/training/Actor_23/03-02-04-02-01-01-23_sad.wav,sad
268,audio_emotions/data/training/Actor_23/03-02-04-02-02-01-23_sad.wav,sad
269,audio_emotions/data/training/Actor_23/03-02-04-02-01-02-23_sad.wav,sad
270,audio_emotions/data/training/Actor_23/23_01_01_02_kids-talking_sad.wav,sad
271,audio_emotions/data/training/Actor_23/03-02-04-01-02-01-23_sad.wav,sad
272,audio_emotions/data/training/Actor_02/02_01_01_01_kids-talking_sad.wav,sad
273,audio_emotions/data/training/Actor_02/02_02_02_01_dogs-sitting_sad.wav,sad
274,audio_emotions/data/training/Actor_02/02_01_01_02_dogs-sitting_sad.wav,sad
275,audio_emotions/data/training/Actor_02/02_01_02_02_dogs-sitting_sad.wav,sad
276,audio_emotions/data/training/Actor_02/03-02-04-01-01-01-02_sad.wav,sad
277,audio_emotions/data/training/Actor_02/03-02-04-02-01-02-02_sad.wav,sad
278,audio_emotions/data/training/Actor_02/02_01_02_01_kids-talking_sad.wav,sad
279,audio_emotions/data/training/Actor_02/03-02-04-02-01-01-02_sad.wav,sad
280,audio_emotions/data/training/Actor_02/03-02-04-01-01-02-02_sad.wav,sad
281,audio_emotions/data/training/Actor_02/03-02-04-01-02-02-02_sad.wav,sad
282,audio_emotions/data/training/Actor_02/02_02_01_01_kids-talking_sad.wav,sad
283,audio_emotions/data/training/Actor_02/03-02-04-02-02-01-02_sad.wav,sad
284,audio_emotions/data/training/Actor_02/02_01_02_02_kids-talking_sad.wav,sad
285,audio_emotions/data/training/Actor_02/03-02-04-01-02-01-02_sad.wav,sad
286,audio_emotions/data/training/Actor_02/02_01_01_01_dogs-sitting_sad.wav,sad
287,audio_emotions/data/training/Actor_02/03-02-04-02-02-02-02_sad.wav,sad
288,audio_emotions/data/training/Actor_02/02_02_02_02_kids-talking_sad.wav,sad
289,audio_emotions/data/training/Actor_02/02_02_01_02_kids-talking_sad.wav,sad
290,audio_emotions/data/training/Actor_02/02_02_01_02_dogs-sitting_sad.wav,sad
291,audio_emotions/data/training/Actor_02/02_02_02_02_dogs-sitting_sad.wav,sad
292,audio_emotions/data/training/Actor_02/02_01_02_01_dogs-sitting_sad.wav,sad
293,audio_emotions/data/training/Actor_02/02_01_01_02_kids-talking_sad.wav,sad
294,audio_emotions/data/training/Actor_02/02_02_01_01_dogs-sitting_sad.wav,sad
295,audio_emotions/data/training/Actor_02/02_02_02_01_kids-talking_sad.wav,sad
296,audio_emotions/data/training/Actor_15/03-02-04-02-01-01-15_sad.wav,sad
297,audio_emotions/data/training/Actor_15/03-02-04-02-01-02-15_sad.wav,sad
298,audio_emotions/data/training/Actor_15/03-02-04-02-02-02-15_sad.wav,sad
299,audio_emotions/data/training/Actor_15/15_02_01_02_kids-talking_sad.wav,sad
300,audio_emotions/data/training/Actor_15/15_02_02_02_dogs-sitting_sad.wav,sad
301,audio_emotions/data/training/Actor_15/15_02_02_01_kids-talking_sad.wav,sad
302,audio_emotions/data/training/Actor_15/03-02-04-01-02-02-15_sad.wav,sad
303,audio_emotions/data/training/Actor_15/15_02_01_01_kids-talking_sad.wav,sad
304,audio_emotions/data/training/Actor_15/03-02-04-01-02-01-15_sad.wav,sad
305,audio_emotions/data/training/Actor_15/15_02_01_02_dogs-sitting_sad.wav,sad
306,audio_emotions/data/training/Actor_15/15_02_02_02_kids-talking_sad.wav,sad
307,audio_emotions/data/training/Actor_15/03-02-04-02-02-01-15_sad.wav,sad
308,audio_emotions/data/training/Actor_15/03-02-04-01-01-01-15_sad.wav,sad
309,audio_emotions/data/training/Actor_15/15_02_02_01_dogs-sitting_sad.wav,sad
310,audio_emotions/data/training/Actor_15/15_02_01_01_dogs-sitting_sad.wav,sad
311,audio_emotions/data/training/Actor_15/03-02-04-01-01-02-15_sad.wav,sad
312,audio_emotions/data/training/Actor_08/08_01_01_01_dogs-sitting_sad.wav,sad
313,audio_emotions/data/training/Actor_08/08_01_02_01_dogs-sitting_sad.wav,sad
314,audio_emotions/data/training/Actor_08/08_02_02_01_dogs-sitting_sad.wav,sad
315,audio_emotions/data/training/Actor_08/08_02_01_01_dogs-sitting_sad.wav,sad
316,audio_emotions/data/training/Actor_08/08_02_02_01_kids-talking_sad.wav,sad
317,audio_emotions/data/training/Actor_08/08_02_01_01_kids-talking_sad.wav,sad
318,audio_emotions/data/training/Actor_08/08_01_02_02_kids-talking_sad.wav,sad
319,audio_emotions/data/training/Actor_08/08_01_02_02_dogs-sitting_sad.wav,sad
320,audio_emotions/data/training/Actor_08/08_02_01_02_dogs-sitting_sad.wav,sad
321,audio_emotions/data/training/Actor_08/08_01_01_02_kids-talking_sad.wav,sad
322,audio_emotions/data/training/Actor_08/08_01_01_01_kids-talking_sad.wav,sad
323,audio_emotions/data/training/Actor_08/08_01_02_01_kids-talking_sad.wav,sad
324,audio_emotions/data/training/Actor_08/08_02_01_02_kids-talking_sad.wav,sad
325,audio_emotions/data/training/Actor_08/08_01_01_02_dogs-sitting_sad.wav,sad
326,audio_emotions/data/training/Actor_08/08_02_02_02_dogs-sitting_sad.wav,sad
